Id,Nombre,CostoUnitario,Iva
2582,Sistema de sonido envolvente,8679765,0.19
1101,Máquina de afeitar eléctrica,4190881,0.19
1822,Robot aspirador,3181242,0.19
606,Smartwatch,7102178,0.19
2661,Plancha de ropa con vapor,7570865,0.19
1502,Videocámara,8931375,0.19
2300,Tablet,5854402,0.19
20,Kit de realidad virtual (VR),8502301,0.19
2188,Tableta gráfica,7948177,0.19
708,Laptop,5719140,0.19
2787,Teclado mecánico,3687919,0.19
668,Impresora,5272262,0.19
100,Cargador inalámbrico,822569,0.19
2614,Cargador inalámbrico,4856309,0.19
438,Reproductor de DVD/Blu-ray,9238646,0.19
1480,Consola de videojuegos,1229179,0.19
114,Altavoces Bluetooth,7579168,0.19
40,Impresora,8134283,0.19
2347,Altavoces Bluetooth,2353656,0.19
1013,Kit de realidad virtual (VR),9656326,0.19
1097,Ratón óptico,4673970,0.19
501,Robot aspirador,5832589,0.19
934,Monitor de computadora,9313790,0.19
1693,Disco duro externo,9966293,0.19
2889,Router inalámbrico,8385962,0.19
1499,Router inalámbrico,668401,0.19
1806,Linterna LED,9177920,0.19
992,Tablet,8813072,0.19
1435,Laptop,6657716,0.19
2182,Kit de realidad virtual (VR),9068163,0.19
2856,Router inalámbrico,1530527,0.19
2623,Smartphone,7157358,0.19
1483,Cargador inalámbrico,4983236,0.19
1305,Reloj inteligente para deportes,7078694,0.19
1449,Cámara digital,9155063,0.19
2029,Termostato inteligente,2769877,0.19
1753,Auriculares inalámbricos,1088516,0.19
474,Máquina de afeitar eléctrica,2679701,0.19
2247,Smartphone,4178530,0.19
959,Smartphone,2036262,0.19
2854,Máquina de afeitar eléctrica,5263590,0.19
35,Termostato inteligente,9562911,0.19
916,Kit de realidad virtual (VR),7506324,0.19
1600,Router inalámbrico,4155997,0.19
98,Videocámara,2829531,0.19
462,Smartphone,8792485,0.19
150,Máquina de afeitar eléctrica,2327871,0.19
2623,Laptop,9235176,0.19
2055,Cargador inalámbrico,6111060,0.19
774,Televisor,2035358,0.19
186,Batería externa,1198942,0.19
812,Cargador inalámbrico,2251248,0.19
1270,Tablet,677800,0.19
1465,Auriculares inalámbricos,9280125,0.19
952,Robot aspirador,3919319,0.19
41,Cargador inalámbrico,2489505,0.19
368,Smartwatch,7873596,0.19
259,Disco duro externo,7957285,0.19
141,Máquina de afeitar eléctrica,4070747,0.19
773,Proyector,5649816,0.19
137,Sistema de sonido envolvente,6006884,0.19
837,Linterna LED,2577627,0.19
1557,Máquina de afeitar eléctrica,8941314,0.19
382,Televisor,9629717,0.19
1065,Plancha de ropa con vapor,9046161,0.19
2752,Consola de videojuegos,1291305,0.19
2316,Cargador inalámbrico,5418955,0.19
2293,Kit de realidad virtual (VR),7741432,0.19
2635,Plancha de ropa con vapor,1483448,0.19
1900,Linterna LED,9291358,0.19
538,Cámara digital,1186934,0.19
1255,Máquina de afeitar eléctrica,4096779,0.19
1697,Reproductor de DVD/Blu-ray,886234,0.19
2937,Reproductor de DVD/Blu-ray,8742598,0.19
2232,Reloj inteligente para deportes,8503494,0.19
1822,Linterna LED,7557590,0.19
2872,Auriculares inalámbricos,570826,0.19
2338,Dron,1647851,0.19
913,Smartphone,6549050,0.19
1555,Dron,4370215,0.19
2800,Reloj inteligente para deportes,6263049,0.19
2447,Máquina de afeitar eléctrica,7289884,0.19
2899,Impresora,669540,0.19
2007,Videocámara,1588000,0.19
233,Termostato inteligente,4593373,0.19
1719,Televisor,765732,0.19
529,Reloj inteligente para deportes,4329901,0.19
1710,Tablet,2924659,0.19
2631,Smartwatch,9544009,0.19
994,Televisor,2665675,0.19
1867,Altavoces Bluetooth,5224593,0.19
2695,Impresora,9541629,0.19
1223,Laptop,4503816,0.19
2529,Reloj inteligente para deportes,8997189,0.19
1810,Televisor,6611347,0.19
1241,Auriculares inalámbricos,3366141,0.19
1200,Proyector,7811527,0.19
23,Cámara digital,3178840,0.19
1727,Smartwatch,5988448,0.19
355,Dron,6485731,0.19
2317,Kit de realidad virtual (VR),9630745,0.19
776,Altavoces Bluetooth,5150600,0.19
2781,Consola de videojuegos,6935277,0.19
1124,Dron,2493979,0.19
1843,Tableta gráfica,5421560,0.19
964,Disco duro externo,5979161,0.19
1675,Router inalámbrico,2557194,0.19
940,Televisor,1997720,0.19
2041,Altavoces Bluetooth,6022810,0.19
95,Dron,2905544,0.19
2044,Linterna LED,3841091,0.19
156,Batería externa,5215306,0.19
1044,Proyector,7673714,0.19
2131,Cargador inalámbrico,1865745,0.19
1749,Dron,6637533,0.19
2672,Televisor,2295578,0.19
2757,Kit de realidad virtual (VR),1897065,0.19
763,Auriculares inalámbricos,9697127,0.19
1512,Ratón óptico,6126650,0.19
2301,Laptop,5366556,0.19
529,Kit de realidad virtual (VR),703445,0.19
2247,Teclado mecánico,9716244,0.19
2886,Sistema de sonido envolvente,5684870,0.19
1565,Teclado mecánico,5963294,0.19
1874,Kit de realidad virtual (VR),866551,0.19
2028,Impresora,6621528,0.19
1187,Plancha de ropa con vapor,8971909,0.19
1116,Ratón óptico,1130440,0.19
2414,Linterna LED,2834798,0.19
1527,Ratón óptico,9875783,0.19
645,Kit de realidad virtual (VR),3436285,0.19
1649,Impresora,6596809,0.19
1741,Tablet,2125747,0.19
2043,Consola de videojuegos,6884535,0.19
710,Kit de realidad virtual (VR),3504392,0.19
299,Reproductor de DVD/Blu-ray,2066139,0.19
2528,Dron,8971269,0.19
3000,Cámara digital,3947780,0.19
1565,Linterna LED,5372512,0.19
1625,Laptop,4482608,0.19
1744,Máquina de afeitar eléctrica,1765624,0.19
899,Linterna LED,6885247,0.19
2384,Videocámara,6100796,0.19
779,Proyector,7429116,0.19
1167,Televisor,5971470,0.19
1320,Batería externa,7775153,0.19
2489,Kit de realidad virtual (VR),7570313,0.19
2356,Batería externa,2052654,0.19
921,Sistema de sonido envolvente,4935065,0.19
1091,Sistema de sonido envolvente,7511630,0.19
1683,Plancha de ropa con vapor,7531754,0.19
2625,Disco duro externo,4320536,0.19
2043,Plancha de ropa con vapor,5535926,0.19
2827,Smartwatch,5906128,0.19
8,Consola de videojuegos,5462019,0.19
1256,Ratón óptico,1148422,0.19
49,Smartphone,3610878,0.19
2799,Router inalámbrico,6644195,0.19
643,Smartwatch,1966849,0.19
2262,Televisor,2392988,0.19
2551,Televisor,6862774,0.19
1430,Plancha de ropa con vapor,8262297,0.19
612,Sistema de sonido envolvente,3085003,0.19
2417,Termostato inteligente,4750109,0.19
2844,Cámara digital,6858947,0.19
820,Tableta gráfica,1867854,0.19
2055,Batería externa,4476208,0.19
387,Tablet,2985333,0.19
1826,Kit de realidad virtual (VR),711973,0.19
1841,Teclado mecánico,6285835,0.19
598,Laptop,3868298,0.19
1810,Smartphone,4104047,0.19
2555,Termostato inteligente,4174841,0.19
2870,Disco duro externo,3203876,0.19
612,Ratón óptico,1921292,0.19
2837,Router inalámbrico,740541,0.19
2120,Batería externa,9853333,0.19
997,Teclado mecánico,6793516,0.19
2003,Teclado mecánico,7088305,0.19
1370,Batería externa,1697318,0.19
1509,Cámara digital,8788440,0.19
914,Auriculares inalámbricos,6559255,0.19
1421,Televisor,4239946,0.19
704,Monitor de computadora,9696143,0.19
1596,Kit de realidad virtual (VR),2308814,0.19
1560,Cámara digital,4327776,0.19
2926,Monitor de computadora,3351910,0.19
1891,Sistema de sonido envolvente,2033152,0.19
2167,Disco duro externo,8128031,0.19
2037,Monitor de computadora,8946837,0.19
384,Plancha de ropa con vapor,1949021,0.19
1526,Auriculares inalámbricos,3061439,0.19
1385,Cargador inalámbrico,8191782,0.19
2882,Reproductor de DVD/Blu-ray,4867366,0.19
1549,Reproductor de DVD/Blu-ray,4939616,0.19
2991,Plancha de ropa con vapor,9054046,0.19
625,Smartwatch,2086588,0.19
931,Impresora,7665928,0.19
1904,Linterna LED,3904831,0.19
477,Smartwatch,8943269,0.19
1795,Tablet,6188918,0.19
1633,Reproductor de DVD/Blu-ray,8418545,0.19
1580,Cámara digital,2390663,0.19
2357,Monitor de computadora,5955349,0.19
1005,Televisor,5090061,0.19
2333,Tableta gráfica,9782082,0.19
1897,Monitor de computadora,8600668,0.19
1680,Tableta gráfica,9906212,0.19
1061,Cámara digital,4965876,0.19
2804,Cámara digital,3488945,0.19
2753,Monitor de computadora,9978375,0.19
2613,Robot aspirador,8846440,0.19
700,Altavoces Bluetooth,9000607,0.19
2328,Sistema de sonido envolvente,7557229,0.19
2979,Reloj inteligente para deportes,4144127,0.19
226,Sistema de sonido envolvente,5288571,0.19
1199,Tableta gráfica,7389207,0.19
2976,Kit de realidad virtual (VR),8934083,0.19
2485,Dron,9457669,0.19
2627,Router inalámbrico,6863445,0.19
999,Reproductor de DVD/Blu-ray,8673942,0.19
1346,Cargador inalámbrico,3123603,0.19
2187,Linterna LED,7838719,0.19
1209,Videocámara,9335751,0.19
144,Termostato inteligente,1788625,0.19
629,Monitor de computadora,8046686,0.19
1420,Kit de realidad virtual (VR),6961939,0.19
1802,Cámara digital,8810277,0.19
1925,Laptop,3856815,0.19
2241,Auriculares inalámbricos,5436766,0.19
782,Batería externa,9405223,0.19
286,Dron,1290616,0.19
1692,Smartwatch,5813516,0.19
2960,Sistema de sonido envolvente,5948676,0.19
1099,Dron,1428956,0.19
1336,Batería externa,9595439,0.19
1124,Teclado mecánico,3737439,0.19
722,Máquina de afeitar eléctrica,7709683,0.19
1838,Reproductor de DVD/Blu-ray,1083756,0.19
676,Termostato inteligente,4307313,0.19
1328,Consola de videojuegos,2430573,0.19
2513,Cargador inalámbrico,3815431,0.19
326,Cámara digital,2445513,0.19
2537,Tableta gráfica,3136292,0.19
2177,Teclado mecánico,6942276,0.19
193,Cámara digital,5347420,0.19
1772,Dron,3163193,0.19
904,Plancha de ropa con vapor,2032051,0.19
1047,Reproductor de DVD/Blu-ray,4118116,0.19
301,Plancha de ropa con vapor,9686617,0.19
909,Reproductor de DVD/Blu-ray,2188960,0.19
1408,Ratón óptico,3001427,0.19
1334,Disco duro externo,8405191,0.19
2731,Smartwatch,7213889,0.19
151,Linterna LED,2033509,0.19
931,Televisor,4821525,0.19
2937,Laptop,9029660,0.19
1944,Auriculares inalámbricos,5655129,0.19
2862,Tableta gráfica,6197554,0.19
879,Router inalámbrico,8073095,0.19
1485,Termostato inteligente,4747667,0.19
175,Ratón óptico,2741752,0.19
1008,Ratón óptico,9309294,0.19
2364,Monitor de computadora,6951076,0.19
2102,Auriculares inalámbricos,6754141,0.19
1740,Cámara digital,7221476,0.19
2062,Linterna LED,5306790,0.19
2812,Auriculares inalámbricos,763423,0.19
1606,Laptop,1134873,0.19
2390,Teclado mecánico,9649804,0.19
194,Termostato inteligente,9151149,0.19
380,Smartwatch,7204181,0.19
1407,Máquina de afeitar eléctrica,3862467,0.19
219,Batería externa,5230549,0.19
1691,Smartwatch,5007350,0.19
1128,Impresora,9386509,0.19
2649,Televisor,5969642,0.19
560,Cámara digital,8251714,0.19
612,Batería externa,8508732,0.19
2560,Tableta gráfica,2547169,0.19
68,Tablet,8414073,0.19
425,Kit de realidad virtual (VR),1567799,0.19
699,Máquina de afeitar eléctrica,8985326,0.19
353,Consola de videojuegos,3899462,0.19
2844,Kit de realidad virtual (VR),6449706,0.19
2615,Reproductor de DVD/Blu-ray,6350033,0.19
1572,Tableta gráfica,5971719,0.19
2109,Monitor de computadora,1329363,0.19
1819,Monitor de computadora,9377646,0.19
1064,Tableta gráfica,8008030,0.19
1849,Disco duro externo,5337688,0.19
2635,Tablet,9465106,0.19
828,Televisor,8743650,0.19
1379,Cargador inalámbrico,7757713,0.19
2471,Kit de realidad virtual (VR),4068595,0.19
1639,Reproductor de DVD/Blu-ray,6253341,0.19
2975,Televisor,4232159,0.19
2333,Robot aspirador,6972708,0.19
2779,Televisor,3537269,0.19
1796,Plancha de ropa con vapor,2453859,0.19
1173,Máquina de afeitar eléctrica,7945536,0.19
2229,Consola de videojuegos,7039726,0.19
654,Smartwatch,3647559,0.19
138,Termostato inteligente,4399671,0.19
1298,Consola de videojuegos,5534880,0.19
2558,Laptop,6561392,0.19
632,Smartwatch,595995,0.19
2857,Impresora,7497361,0.19
2792,Cargador inalámbrico,1904611,0.19
1755,Tablet,4814267,0.19
1122,Ratón óptico,4735253,0.19
1816,Robot aspirador,3814301,0.19
2010,Smartwatch,3681131,0.19
2750,Reloj inteligente para deportes,7321911,0.19
2079,Proyector,4114961,0.19
1295,Tableta gráfica,8294304,0.19
672,Proyector,1800182,0.19
289,Sistema de sonido envolvente,717050,0.19
1305,Kit de realidad virtual (VR),6415374,0.19
2862,Termostato inteligente,7539934,0.19
558,Smartphone,7963812,0.19
2632,Reproductor de DVD/Blu-ray,7758713,0.19
591,Smartphone,3534061,0.19
1247,Disco duro externo,4978459,0.19
2107,Consola de videojuegos,8541808,0.19
1751,Disco duro externo,2050918,0.19
1280,Robot aspirador,3200404,0.19
2105,Reproductor de DVD/Blu-ray,653903,0.19
1906,Ratón óptico,3763661,0.19
173,Proyector,6671454,0.19
2044,Smartphone,9382068,0.19
1557,Teclado mecánico,8069950,0.19
122,Reproductor de DVD/Blu-ray,4719559,0.19
712,Router inalámbrico,5740012,0.19
1412,Máquina de afeitar eléctrica,6750661,0.19
1295,Auriculares inalámbricos,7513668,0.19
390,Robot aspirador,9814004,0.19
616,Plancha de ropa con vapor,9464799,0.19
2482,Linterna LED,501349,0.19
2748,Altavoces Bluetooth,1064904,0.19
1915,Consola de videojuegos,7541359,0.19
1559,Reproductor de DVD/Blu-ray,4191383,0.19
1967,Auriculares inalámbricos,7213603,0.19
247,Smartphone,5011433,0.19
938,Linterna LED,9210311,0.19
2226,Reproductor de DVD/Blu-ray,5903635,0.19
1233,Kit de realidad virtual (VR),3514671,0.19
1507,Robot aspirador,5009546,0.19
2297,Cámara digital,9351928,0.19
1589,Cámara digital,4553180,0.19
1244,Termostato inteligente,5785683,0.19
1802,Cámara digital,4390125,0.19
191,Ratón óptico,1532132,0.19
2594,Cargador inalámbrico,3291554,0.19
3000,Router inalámbrico,9862160,0.19
2088,Tablet,9754955,0.19
2541,Consola de videojuegos,3872791,0.19
2190,Termostato inteligente,2460691,0.19
1706,Sistema de sonido envolvente,3439100,0.19
1493,Dron,8659060,0.19
2010,Batería externa,5661423,0.19
1069,Videocámara,9819463,0.19
1163,Altavoces Bluetooth,3603410,0.19
1726,Disco duro externo,8427465,0.19
1975,Kit de realidad virtual (VR),8891120,0.19
2803,Monitor de computadora,8023192,0.19
161,Batería externa,9528844,0.19
947,Dron,5506224,0.19
340,Proyector,6340162,0.19
1912,Smartphone,7910001,0.19
1030,Robot aspirador,6121136,0.19
2868,Televisor,812152,0.19
2759,Smartwatch,9918525,0.19
1804,Altavoces Bluetooth,9514642,0.19
1795,Dron,8092577,0.19
507,Smartphone,2466369,0.19
1908,Consola de videojuegos,6948093,0.19
683,Robot aspirador,3277021,0.19
1496,Tablet,5494945,0.19
2120,Teclado mecánico,6881396,0.19
454,Tablet,4333710,0.19
2815,Tablet,6791831,0.19
1687,Robot aspirador,1518764,0.19
567,Videocámara,6769036,0.19
629,Máquina de afeitar eléctrica,8509431,0.19
2663,Linterna LED,8868708,0.19
394,Laptop,8884763,0.19
2002,Reproductor de DVD/Blu-ray,7802610,0.19
1186,Sistema de sonido envolvente,9748692,0.19
803,Cargador inalámbrico,8330988,0.19
2009,Proyector,2819596,0.19
978,Termostato inteligente,6434820,0.19
2818,Plancha de ropa con vapor,752021,0.19
1049,Cargador inalámbrico,9944549,0.19
427,Impresora,6904716,0.19
1800,Batería externa,9056862,0.19
2457,Auriculares inalámbricos,4873067,0.19
1256,Máquina de afeitar eléctrica,3639761,0.19
2609,Videocámara,2345518,0.19
1142,Kit de realidad virtual (VR),1984628,0.19
1468,Linterna LED,6661980,0.19
2363,Cargador inalámbrico,3699946,0.19
1318,Teclado mecánico,2259982,0.19
857,Televisor,3862692,0.19
1760,Videocámara,1206356,0.19
1734,Altavoces Bluetooth,7161798,0.19
1242,Cargador inalámbrico,9393664,0.19
1520,Cargador inalámbrico,525401,0.19
2070,Monitor de computadora,8555265,0.19
2062,Disco duro externo,6003359,0.19
783,Televisor,9204642,0.19
2991,Reproductor de DVD/Blu-ray,5234381,0.19
2032,Máquina de afeitar eléctrica,8277006,0.19
740,Router inalámbrico,8439903,0.19
1300,Monitor de computadora,9508844,0.19
2309,Tableta gráfica,5596980,0.19
270,Monitor de computadora,1272830,0.19
132,Batería externa,8025434,0.19
1902,Proyector,2759883,0.19
2094,Sistema de sonido envolvente,7900762,0.19
2634,Termostato inteligente,6337768,0.19
1454,Teclado mecánico,8103537,0.19
2247,Tablet,4210255,0.19
1328,Reproductor de DVD/Blu-ray,9328595,0.19
2458,Kit de realidad virtual (VR),3159173,0.19
236,Router inalámbrico,3699151,0.19
436,Robot aspirador,4863931,0.19
2845,Reloj inteligente para deportes,7302179,0.19
666,Router inalámbrico,4333536,0.19
732,Máquina de afeitar eléctrica,9139650,0.19
1242,Máquina de afeitar eléctrica,1553491,0.19
2011,Máquina de afeitar eléctrica,1801757,0.19
1788,Impresora,7107029,0.19
2470,Tableta gráfica,4865634,0.19
2779,Monitor de computadora,9546696,0.19
2874,Televisor,9300044,0.19
1177,Ratón óptico,7372162,0.19
1787,Kit de realidad virtual (VR),7151794,0.19
1160,Cámara digital,4426745,0.19
2948,Cámara digital,7306203,0.19
2117,Monitor de computadora,6304831,0.19
2283,Tableta gráfica,6670871,0.19
1937,Altavoces Bluetooth,4478380,0.19
2462,Teclado mecánico,711395,0.19
1280,Linterna LED,5491548,0.19
2710,Batería externa,4687827,0.19
1498,Televisor,9213576,0.19
1398,Auriculares inalámbricos,6836132,0.19
1662,Router inalámbrico,579248,0.19
2452,Robot aspirador,775430,0.19
2576,Laptop,1833863,0.19
234,Tableta gráfica,9322129,0.19
2469,Sistema de sonido envolvente,2882268,0.19
1051,Reproductor de DVD/Blu-ray,8851061,0.19
2575,Máquina de afeitar eléctrica,1963944,0.19
345,Kit de realidad virtual (VR),3177676,0.19
517,Disco duro externo,3584870,0.19
815,Smartphone,7591889,0.19
1923,Tableta gráfica,8653758,0.19
968,Proyector,6797830,0.19
2722,Altavoces Bluetooth,5220407,0.19
2169,Kit de realidad virtual (VR),2875575,0.19
125,Plancha de ropa con vapor,5056562,0.19
1321,Auriculares inalámbricos,5349171,0.19
1292,Linterna LED,6450911,0.19
2292,Ratón óptico,4137261,0.19
403,Tablet,5045454,0.19
1349,Dron,5028420,0.19
2018,Laptop,3801363,0.19
918,Robot aspirador,3782267,0.19
832,Plancha de ropa con vapor,8371460,0.19
2849,Cámara digital,7072727,0.19
1593,Altavoces Bluetooth,5917792,0.19
2148,Dron,1612221,0.19
2898,Teclado mecánico,3648461,0.19
2554,Disco duro externo,2550494,0.19
2578,Batería externa,8597467,0.19
478,Batería externa,7080617,0.19
2026,Smartphone,6221337,0.19
1871,Sistema de sonido envolvente,8999269,0.19
477,Reloj inteligente para deportes,5444927,0.19
2441,Reloj inteligente para deportes,7283050,0.19
276,Plancha de ropa con vapor,3266939,0.19
2459,Ratón óptico,9785422,0.19
13,Impresora,3051603,0.19
461,Impresora,8775306,0.19
2425,Teclado mecánico,4132583,0.19
1055,Altavoces Bluetooth,9107439,0.19
258,Kit de realidad virtual (VR),5328473,0.19
1619,Monitor de computadora,4264833,0.19
850,Consola de videojuegos,8421299,0.19
2970,Dron,5525099,0.19
411,Dron,9586366,0.19
2966,Televisor,9305252,0.19
168,Cargador inalámbrico,9402241,0.19
771,Router inalámbrico,4034549,0.19
1571,Teclado mecánico,9297891,0.19
2881,Ratón óptico,1341697,0.19
2470,Monitor de computadora,5653132,0.19
521,Ratón óptico,8647595,0.19
1862,Teclado mecánico,3213915,0.19
2283,Linterna LED,3622955,0.19
184,Ratón óptico,8750804,0.19
1620,Router inalámbrico,2880146,0.19
552,Televisor,4170281,0.19
1888,Tablet,9732115,0.19
1647,Proyector,9983184,0.19
978,Reloj inteligente para deportes,9445997,0.19
744,Smartphone,7385897,0.19
1705,Disco duro externo,7449851,0.19
633,Tableta gráfica,7465902,0.19
2236,Ratón óptico,7384155,0.19
1820,Máquina de afeitar eléctrica,1298338,0.19
2102,Tableta gráfica,5975222,0.19
456,Laptop,3575055,0.19
1965,Smartwatch,1171910,0.19
1394,Termostato inteligente,9313893,0.19
131,Monitor de computadora,5992442,0.19
1477,Plancha de ropa con vapor,7749840,0.19
2193,Batería externa,9838924,0.19
1347,Ratón óptico,2899314,0.19
79,Disco duro externo,4798010,0.19
2469,Videocámara,2005677,0.19
1196,Monitor de computadora,2639312,0.19
1330,Kit de realidad virtual (VR),7048160,0.19
1414,Tableta gráfica,3170074,0.19
2197,Videocámara,8661914,0.19
2905,Monitor de computadora,1259587,0.19
2781,Plancha de ropa con vapor,9885296,0.19
1052,Reproductor de DVD/Blu-ray,8058145,0.19
329,Reloj inteligente para deportes,890472,0.19
1290,Dron,7550621,0.19
1445,Kit de realidad virtual (VR),6478436,0.19
2826,Cámara digital,1490426,0.19
111,Teclado mecánico,2666255,0.19
2424,Termostato inteligente,3784206,0.19
1048,Reloj inteligente para deportes,707423,0.19
1117,Impresora,7135064,0.19
1327,Consola de videojuegos,2756941,0.19
2894,Batería externa,718775,0.19
1822,Teclado mecánico,5077591,0.19
2920,Plancha de ropa con vapor,5796856,0.19
1382,Plancha de ropa con vapor,8045526,0.19
412,Videocámara,1998111,0.19
1355,Kit de realidad virtual (VR),7239103,0.19
2710,Teclado mecánico,1374605,0.19
199,Router inalámbrico,2114717,0.19
2164,Ratón óptico,9374939,0.19
1535,Cargador inalámbrico,741630,0.19
1186,Dron,5964573,0.19
2659,Cámara digital,7124356,0.19
2296,Videocámara,3177446,0.19
845,Laptop,4249891,0.19
1375,Teclado mecánico,4676661,0.19
2650,Proyector,6723543,0.19
957,Reloj inteligente para deportes,7791034,0.19
2170,Disco duro externo,1008529,0.19
886,Linterna LED,7484036,0.19
2986,Auriculares inalámbricos,4427671,0.19
451,Máquina de afeitar eléctrica,5870299,0.19
2061,Dron,5427756,0.19
1791,Videocámara,2682932,0.19
79,Altavoces Bluetooth,8897012,0.19
692,Ratón óptico,8836412,0.19
2362,Consola de videojuegos,9353672,0.19
1108,Impresora,8176630,0.19
2020,Ratón óptico,5827210,0.19
959,Ratón óptico,2415622,0.19
262,Smartphone,3891399,0.19
1206,Sistema de sonido envolvente,5853150,0.19
934,Dron,7042721,0.19
1120,Consola de videojuegos,1121256,0.19
41,Máquina de afeitar eléctrica,5523116,0.19
409,Reloj inteligente para deportes,2541142,0.19
2270,Reloj inteligente para deportes,9441016,0.19
1093,Tableta gráfica,8128099,0.19
218,Robot aspirador,725812,0.19
827,Proyector,9188350,0.19
143,Ratón óptico,3065931,0.19
2264,Disco duro externo,3400989,0.19
1066,Disco duro externo,9822470,0.19
636,Laptop,8249405,0.19
1937,Termostato inteligente,4083758,0.19
2722,Dron,3330306,0.19
410,Dron,7147309,0.19
2604,Videocámara,7467302,0.19
1792,Kit de realidad virtual (VR),2405430,0.19
388,Máquina de afeitar eléctrica,5290789,0.19
1906,Smartphone,3239634,0.19
2485,Altavoces Bluetooth,2658680,0.19
2126,Smartphone,8882944,0.19
2054,Plancha de ropa con vapor,3314738,0.19
1898,Máquina de afeitar eléctrica,7126615,0.19
2613,Altavoces Bluetooth,8107880,0.19
870,Máquina de afeitar eléctrica,7043469,0.19
597,Termostato inteligente,2975789,0.19
90,Teclado mecánico,6814221,0.19
1746,Cámara digital,3274659,0.19
1347,Auriculares inalámbricos,2158792,0.19
1554,Proyector,9803407,0.19
334,Laptop,8739122,0.19
2992,Linterna LED,2005569,0.19
1435,Kit de realidad virtual (VR),5326918,0.19
881,Consola de videojuegos,6257329,0.19
1911,Ratón óptico,2916914,0.19
2784,Monitor de computadora,5075181,0.19
857,Robot aspirador,3221665,0.19
161,Reproductor de DVD/Blu-ray,2490863,0.19
2763,Sistema de sonido envolvente,1871971,0.19
2444,Impresora,8252193,0.19
1468,Cargador inalámbrico,4458297,0.19
2663,Smartwatch,4582092,0.19
2259,Reloj inteligente para deportes,8003780,0.19
2543,Máquina de afeitar eléctrica,1548722,0.19
1117,Reloj inteligente para deportes,6100759,0.19
2674,Monitor de computadora,1127167,0.19
291,Kit de realidad virtual (VR),1811727,0.19
1847,Disco duro externo,9394386,0.19
1462,Ratón óptico,3147700,0.19
2713,Smartphone,9380220,0.19
1620,Ratón óptico,7942801,0.19
1944,Batería externa,6452535,0.19
729,Impresora,1379061,0.19
1878,Router inalámbrico,2735645,0.19
2962,Auriculares inalámbricos,6865666,0.19
2078,Reloj inteligente para deportes,1364269,0.19
2001,Impresora,8132822,0.19
1180,Termostato inteligente,2097341,0.19
744,Máquina de afeitar eléctrica,6016692,0.19
1470,Monitor de computadora,5310771,0.19
265,Laptop,3477672,0.19
1382,Ratón óptico,1907593,0.19
2998,Monitor de computadora,1759988,0.19
697,Dron,2884836,0.19
1363,Batería externa,1870602,0.19
510,Tablet,1734597,0.19
2206,Laptop,5636789,0.19
2907,Reloj inteligente para deportes,5283175,0.19
1573,Cargador inalámbrico,3112039,0.19
1815,Cámara digital,7761070,0.19
2421,Máquina de afeitar eléctrica,7589437,0.19
1165,Monitor de computadora,5014655,0.19
2105,Reloj inteligente para deportes,6169985,0.19
638,Smartphone,6951449,0.19
2107,Router inalámbrico,9206777,0.19
1982,Robot aspirador,5233485,0.19
1626,Proyector,8683808,0.19
1763,Smartwatch,5746576,0.19
1492,Impresora,5505408,0.19
2398,Sistema de sonido envolvente,1196784,0.19
294,Linterna LED,7171588,0.19
2244,Linterna LED,6347370,0.19
427,Laptop,2834369,0.19
1830,Linterna LED,1110877,0.19
1369,Dron,9051236,0.19
138,Impresora,8321887,0.19
2263,Monitor de computadora,9072548,0.19
2203,Dron,3121655,0.19
1250,Consola de videojuegos,3048399,0.19
1347,Cargador inalámbrico,1320077,0.19
2451,Robot aspirador,9839930,0.19
534,Videocámara,2750122,0.19
1161,Cámara digital,3116298,0.19
2671,Disco duro externo,2031309,0.19
1843,Kit de realidad virtual (VR),1036347,0.19
1424,Smartwatch,5968927,0.19
2827,Robot aspirador,8712415,0.19
585,Altavoces Bluetooth,6694178,0.19
1588,Reloj inteligente para deportes,2084311,0.19
1878,Laptop,9990855,0.19
1768,Plancha de ropa con vapor,5126721,0.19
2546,Ratón óptico,3287748,0.19
1429,Televisor,6800998,0.19
1128,Cargador inalámbrico,862148,0.19
1535,Smartphone,5554258,0.19
364,Batería externa,8686432,0.19
2253,Monitor de computadora,6077265,0.19
2957,Termostato inteligente,9462575,0.19
1903,Cámara digital,9130965,0.19
1987,Reproductor de DVD/Blu-ray,4972477,0.19
2420,Impresora,4117919,0.19
2321,Auriculares inalámbricos,9308518,0.19
1099,Videocámara,7224334,0.19
419,Disco duro externo,2834140,0.19
562,Batería externa,9520507,0.19
178,Televisor,512614,0.19
633,Robot aspirador,7172632,0.19
1410,Sistema de sonido envolvente,5712160,0.19
2790,Linterna LED,9069109,0.19
2437,Dron,5769272,0.19
470,Videocámara,4651478,0.19
3,Auriculares inalámbricos,5556863,0.19
2129,Tableta gráfica,8759755,0.19
2236,Proyector,798342,0.19
2878,Monitor de computadora,5029461,0.19
802,Teclado mecánico,7569077,0.19
2144,Smartphone,8306590,0.19
726,Laptop,9677489,0.19
242,Tableta gráfica,3173911,0.19
472,Tablet,2239669,0.19
2091,Impresora,1056864,0.19
86,Router inalámbrico,6442618,0.19
2288,Dron,7714472,0.19
265,Auriculares inalámbricos,5006834,0.19
863,Reproductor de DVD/Blu-ray,532856,0.19
1008,Dron,6674592,0.19
2700,Altavoces Bluetooth,3726567,0.19
1598,Smartwatch,750797,0.19
331,Monitor de computadora,2407443,0.19
2234,Impresora,1604642,0.19
